commandment_number,commandment_concept,commandment_polarity,reference_id,scripture_english,scripture_hebrew,scripture_greek,scripture_parashah,sefer_hachinuch_number,mishneh_torah_book_number,mishneh_torah_book_name,mishneh_torah_category,p119f_category,,,,,,,,,,,,,
203,Do not drink wine poured in service to idols ,N,DEU 32:38,"Who ate the fat of their sacrifices, And drank the wine of their drink offering? Let them rise up and help you, Let them be your hiding place!","לח אֲשֶׁר חֵלֶב זְבָחֵימוֹ יֹאכֵלוּ, {ר} יִשְׁתּוּ יֵין נְסִיכָם; {ס} יָקוּמוּ, וְיַעְזְרֻכֶם-- {ר} יְהִי עֲלֵיכֶם, סִתְרָה. {ס}",38 ὧν τὸ στέαρ τῶν θυσιῶν αὐτῶν ἠσθίετε καὶ ἐπίνετε τὸν οἶνον τῶν σπονδῶν αὐτῶν; ἀναστήτωσαν καὶ βοηθησάτωσαν ὑμῖν καὶ γενηθήτωσαν ὑμῖν σκεπασταί.  ,Vayelech,111,5,Holiness,Forbidden Foods,Idolatry,,,,,,,,,,,,,
204,Ritually slaughter an animal before eating it ,P,DEU 12:21,"""If the place which the LORD your God chooses to put His name is too far from you, then you may slaughter of your herd and flock which the LORD has given you, as I have commanded you; and you may eat within your gates whatever you desire.","כא כִּי-יִרְחַק מִמְּךָ הַמָּקוֹם, אֲשֶׁר יִבְחַר יְהוָה אֱלֹהֶיךָ לָשׂוּם שְׁמוֹ שָׁם, וְזָבַחְתָּ מִבְּקָרְךָ וּמִצֹּאנְךָ אֲשֶׁר נָתַן יְהוָה לְךָ, כַּאֲשֶׁר צִוִּיתִךָ--וְאָכַלְתָּ, בִּשְׁעָרֶיךָ, בְּכֹל, אַוַּת נַפְשֶׁךָ.","21 ἐὰν δὲ μακρότερον ἀπέχῃ σου ὁ τόπος, ὃν ἂν ἐκλέξηται κύριος ὁ θεός σου ἐπικληθῆναι τὸ ὄνομα αὐτοῦ ἐκεῖ, καὶ θύσεις ἀπὸ τῶν βοῶν σου καὶ ἀπὸ τῶν προβάτων σου, ὧν ἂν δῷ ὁ θεός σοι, ὃν τρόπον ἐνετειλάμην σοι, καὶ φάγῃ ἐν ταῖς πόλεσίν σου κατὰ τὴν ἐπιθυμίαν τῆς ψυχῆς σου·  ",Re'eh,451,5,Holiness,Slaughter,Food,,,,,,,,,,,,,
205,Do not slaughter an animal and its offspring on the same day ,N,LEV 22:28,"""But, whether it is an ox or a sheep, you shall not kill both it and its young in one day.","כח וְשׁוֹר, אוֹ-שֶׂה--אֹתוֹ וְאֶת-בְּנוֹ, לֹא תִשְׁחֲטוּ בְּיוֹם אֶחָד.","28 καὶ μόσχον ἢ πρόβατον, αὐτὴν καὶ τὰ παιδία αὐτῆς οὐ σφάξεις ἐν ἡμέρᾳ μιᾷ.  ",Emor,294,5,Holiness,Slaughter,Food,,,,,,,,,,,,,
206,Cover the blood of a slaughtered beast or fowl with earth ,P,LEV 17:13,"""So when any man from the sons of Israel, or from the aliens who sojourn among them, in hunting catches a beast or a bird which may be eaten, he shall pour out its blood and cover it with earth.","יג וְאִישׁ אִישׁ מִבְּנֵי יִשְׂרָאֵל, וּמִן-הַגֵּר הַגָּר בְּתוֹכָם, אֲשֶׁר יָצוּד צֵיד חַיָּה אוֹ-עוֹף, אֲשֶׁר יֵאָכֵל--וְשָׁפַךְ, אֶת-דָּמוֹ, וְכִסָּהוּ, בֶּעָפָר.","13 καὶ ἄνθρωπος ἄνθρωπος τῶν υἱῶν Ισραηλ καὶ τῶν προσηλύτων τῶν προσκειμένων ἐν ὑμῖν, ὃς ἂν θηρεύσῃ θήρευμα θηρίον ἢ πετεινόν, ὃ ἔσθεται, καὶ ἐκχεεῖ τὸ αἷμα καὶ καλύψει αὐτὸ τῇ γῇ·  ",Acharei Mot,187,5,Holiness,Slaughter,Food,,,,,,,,,,,,,
207,Do not take a mother bird with its children ,N,DEU 22:6,"""If you happen to come upon a bird's nest along the way, in any tree or on the ground, with young ones or eggs, and the mother sitting on the young or on the eggs, you shall not take the mother with the young;","ו כִּי יִקָּרֵא קַן-צִפּוֹר לְפָנֶיךָ בַּדֶּרֶךְ בְּכָל-עֵץ אוֹ עַל-הָאָרֶץ, אֶפְרֹחִים אוֹ בֵיצִים, וְהָאֵם רֹבֶצֶת עַל-הָאֶפְרֹחִים, אוֹ עַל-הַבֵּיצִים--לֹא-תִקַּח הָאֵם, עַל-הַבָּנִים.","6 Ἐὰν δὲ συναντήσῃς νοσσιᾷ ὀρνέων πρὸ προσώπου σου ἐν τῇ ὁδῷ ἢ ἐπὶ παντὶ δένδρει ἢ ἐπὶ τῆς γῆς, νεοσσοῖς ἢ ᾠοῖς, καὶ ἡ μήτηρ θάλπῃ ἐπὶ τῶν νεοσσῶν ἢ ἐπὶ τῶν ᾠῶν, οὐ λήμψῃ τὴν μητέρα μετὰ τῶν τέκνων·  ",Ki Tetze,544,5,Holiness,Slaughter,Food,,,,,,,,,,,,,
208,Release a mother bird before taking her children from the nest,P,DEU 22:7,"you shall certainly let the mother go, but the young you may take for yourself, in order that it may be well with you and that you may prolong your days.","ז שַׁלֵּחַ תְּשַׁלַּח אֶת-הָאֵם, וְאֶת-הַבָּנִים תִּקַּח-לָךְ, לְמַעַן יִיטַב לָךְ, וְהַאֲרַכְתָּ יָמִים. {ס}","7 ἀποστολῇ ἀποστελεῖς τὴν μητέρα, τὰ δὲ παιδία λήμψῃ σεαυτῷ, ἵνα εὖ σοι γένηται καὶ πολυήμερος ἔσῃ.  ",Ki Tetze,545,5,Holiness,Slaughter,Food,,,,,,,,,,,,,
209,Do not swear falsely in G-d's Name ,N,LEV 19:12,"'You shall not swear falsely by My name, so as to profane the name of your God; I am the LORD.","יב וְלֹא-תִשָּׁבְעוּ בִשְׁמִי, לַשָּׁקֶר: וְחִלַּלְתָּ אֶת-שֵׁם אֱלֹהֶיךָ, אֲנִי יְהוָה.",12 καὶ οὐκ ὀμεῖσθε τῷ ὀνόματί μου ἐπ᾿ ἀδίκῳ καὶ οὐ βεβηλώσετε τὸ ὄνομα τοῦ θεοῦ ὑμῶν· ἐγώ εἰμι κύριος ὁ θεὸς ὑμῶν.  ,Kedoshim,227,6,Promises,Oaths,Oaths,,,,,,,,,,,,,
210,Do not take G-d's Name in vain ,N,EXO 20:7,"""You shall not take the name of the LORD your God in vain, for the LORD will not leave him unpunished who takes His name in vain.","ו לֹא תִשָּׂא אֶת-שֵׁם-יְהוָה אֱלֹהֶיךָ, לַשָּׁוְא: כִּי לֹא יְנַקֶּה יְהוָה, אֵת אֲשֶׁר-יִשָּׂא אֶת-שְׁמוֹ לַשָּׁוְא. {פ}",7 οὐ λήμψῃ τὸ ὄνομα κυρίου τοῦ θεοῦ σου ἐπὶ ματαίῳ· οὐ γὰρ μὴ καθαρίσῃ κύριος τὸν λαμβάνοντα τὸ ὄνομα αὐτοῦ ἐπὶ ματαίῳ. --  ,Yitro,30,6,Promises,Oaths,Oaths,,,,,,,,,,,,,
211,Do not deny possession of something entrusted to you ,N,LEV 19:11,"'You shall not steal, nor deal falsely, nor lie to one another.",  לֹא תִּגְנֹבוּ וְלֹא־תְכַחֲשׁוּ וְלֹא־תְשַׁקְּרוּ אִישׁ בַּעֲמִיתוֹ׃ ‬,οὐ κλέψετε οὐ ψεύσεσθε οὐ συκοφαντήσει ἕκαστος τὸν πλησίον,Kedoshim,225,6,Promises,Oaths,Oaths,,,,,,,,,,,,,
212,Do not falsely swear in denial of a claim to property,N,LEV 19:11,"'You shall not steal, nor deal falsely, nor lie to one another.",  לֹא תִּגְנֹבוּ וְלֹא־תְכַחֲשׁוּ וְלֹא־תְשַׁקְּרוּ אִישׁ בַּעֲמִיתוֹ׃ ‬,οὐ κλέψετε οὐ ψεύσεσθε οὐ συκοφαντήσει ἕκαστος τὸν πλησίον,Kedoshim,226,6,Promises,Oaths,Oaths,,,,,,,,,,,,,
213,Swear in G-d's Name to confirm the truth when deemed necessary by court ,P,DEU 10:20,"""You shall fear the LORD your God; you shall serve Him and cling to Him, and you shall swear by His name.",  אֶת־יְהוָה אֱלֹהֶיךָ תִּירָא אֹתוֹ תַעֲבֹד וּבוֹ תִדְבָּק וּבִשְׁמוֹ תִּשָּׁבֵעַ׃ ‬,κύριον τὸν θεόν σου φοβηθήσῃ καὶ αὐτῷ λατρεύσεις καὶ πρὸς αὐτὸν κολληθήσῃ καὶ τῷ ὀνόματι αὐτοῦ ὀμῇ,Ekev,435,1,Knowledge,The Foundations of Torah,G-d,,,,,,,,,,,,,
214,Fulfill what you uttered and do what you vowed,P,DEU 23:23,"""You shall be careful to perform what goes out from your lips, just as you have voluntarily vowed to the LORD your God, what you have promised.","כד מוֹצָא שְׂפָתֶיךָ, תִּשְׁמֹר וְעָשִׂיתָ: כַּאֲשֶׁר נָדַרְתָּ לַיהוָה אֱלֹהֶיךָ, נְדָבָה, אֲשֶׁר דִּבַּרְתָּ, בְּפִיךָ. {ס}","(23:24) τὰ ἐκπορευόμενα διὰ τῶν χειλέων σου φυλάξῃ καὶ ποιήσεις ὃν τρόπον εὔξω κυρίῳ τῷ θεῷ σου δόμα, ὃ ἐλάλησας τῷ στόματί σου.  ",Ki Tetze,,6,Promises,Vows,Oaths,,,,,,,,,,,,,
215,Do not break oaths or vows,N,NUM 30:2,"""If a man makes a vow to the LORD, or takes an oath to bind himself with a binding obligation, he shall not violate his word; he shall do according to all that proceeds out of his mouth.","ג אִישׁ כִּי-יִדֹּר נֶדֶר לַיהוָה, אוֹ-הִשָּׁבַע שְׁבֻעָה לֶאְסֹר אִסָּר עַל-נַפְשׁוֹ--לֹא יַחֵל, דְּבָרוֹ: כְּכָל-הַיֹּצֵא מִפִּיו, יַעֲשֶׂה.","(30:3) ἄνθρωπος ἄνθρωπος, ὃς ἂν εὔξηται εὐχὴν κυρίῳ ἢ ὀμόσῃ ὅρκον ἢ ὁρίσηται ὁρισμῷ περὶ τῆς ψυχῆς αὐτοῦ, οὐ βεβηλώσει τὸ ῥῆμα αὐτοῦ· πάντα, ὅσα ἐὰν ἐξέλθῃ ἐκ τοῦ στόματος αὐτοῦ, ποιήσει.  ",Mattot,407,6,Promises,Vows,Oaths,,,,,,,,,,,,,
216,"For oaths and vows annulled, there are the laws of annulling vows explicit in the Law ",P,NUM 30:3,"""Also if a woman makes a vow to the LORD, and binds herself by an obligation in her father's house in her youth,","ד וְאִשָּׁה, כִּי-תִדֹּר נֶדֶר לַיהוָה, וְאָסְרָה אִסָּר בְּבֵית אָבִיהָ, בִּנְעֻרֶיהָ.",(30:4) ἐὰν δὲ γυνὴ εὔξηται εὐχὴν κυρίῳ ἢ ὁρίσηται ὁρισμὸν ἐν τῷ οἴκῳ τοῦ πατρὸς αὐτῆς ἐν τῇ νεότητι αὐτῆς  ,Mattot,406,6,Promises,Vows,Oaths,,,,,,,,,,,,,
217,The nazarite must let his hair grow ,P,NUM 6:5,'All the days of his vow of separation no razor shall pass over his head. He shall be holy until the days are fulfilled for which he separated himself to the LORD; he shall let the locks of hair on his head grow long.,"ה כָּל-יְמֵי נֶדֶר נִזְרוֹ, תַּעַר לֹא-יַעֲבֹר עַל-רֹאשׁוֹ: עַד-מְלֹאת הַיָּמִם אֲשֶׁר-יַזִּיר לַיהוָה, קָדֹשׁ יִהְיֶה--גַּדֵּל פֶּרַע, שְׂעַר רֹאשׁוֹ.","5 πάσας τὰς ἡμέρας τῆς εὐχῆς τοῦ ἁγνισμοῦ ξυρὸν οὐκ ἐπελεύσεται ἐπὶ τὴν κεφαλὴν αὐτοῦ· ἕως ἂν πληρωθῶσιν αἱ ἡμέραι, ὅσας ηὔξατο κυρίῳ, ἅγιος ἔσται τρέφων κόμην τρίχα κεφαλῆς.  ",Naso,374,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
218,The nazarite must not cut his hair ,N,NUM 6:5,'All the days of his vow of separation no razor shall pass over his head. He shall be holy until the days are fulfilled for which he separated himself to the LORD; he shall let the locks of hair on his head grow long.,  כָּל־יְמֵי נֶדֶר נִזְרוֹ תַּעַר לֹא־יַעֲבֹר עַל־רֹאשׁוֹ עַד־מְלֹאת הַיָּמִם אֲשֶׁר־יַזִּיר לַיהוָה קָדֹשׁ יִהְיֶה גַּדֵּל פֶּרַע שְׂעַר רֹאשׁוֹ׃ ‬,πάσας τὰς ἡμέρας τῆς εὐχῆς τοῦ ἁγνισμοῦ ξυρὸν οὐκ ἐπελεύσεται ἐπὶ τὴν κεφαλὴν αὐτοῦ ἕως ἂν πληρωθῶσιν αἱ ἡμέραι ὅσας ηὔξατο κυρίῳ ἅγιος ἔσται τρέφων κόμην τρίχα κεφαλῆς,Naso,373,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
219,"The nazarite must not drink wine, wine mixtures, or wine vinegar ",N,NUM 6:3,"he shall abstain from wine and strong drink; he shall drink no vinegar, whether made from wine or strong drink, nor shall he drink any grape juice nor eat fresh or dried grapes.","ג מִיַּיִן וְשֵׁכָר יַזִּיר, חֹמֶץ יַיִן וְחֹמֶץ שֵׁכָר לֹא יִשְׁתֶּה; וְכָל-מִשְׁרַת עֲנָבִים לֹא יִשְׁתֶּה, וַעֲנָבִים לַחִים וִיבֵשִׁים לֹא יֹאכֵל.","3 ἀπὸ οἴνου καὶ σικερα, ἁγνισθήσεται ἀπὸ οἴνου καὶ ὄξος ἐξ οἴνου καὶ ὄξος ἐκ σικερα οὐ πίεται καὶ ὅσα κατεργάζεται ἐκ σταφυλῆς οὐ πίεται καὶ σταφυλὴν πρόσφατον καὶ σταφίδα οὐ φάγεται .  ",Naso,368,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
220,The nazarite must not eat fresh grapes ,N,NUM 6:3,"he shall abstain from wine and strong drink; he shall drink no vinegar, whether made from wine or strong drink, nor shall he drink any grape juice nor eat fresh or dried grapes.",  מִיַּיִן וְשֵׁכָר יַזִּיר חֹמֶץ יַיִן וְחֹמֶץ שֵׁכָר לֹא יִשְׁתֶּה וְכָל־מִשְׁרַת עֲנָבִים לֹא יִשְׁתֶּה וַעֲנָבִים לַחִים וִיבֵשִׁים לֹא יֹאכֵל׃ ‬,ἀπὸ οἴνου καὶ σικερα ἁγνισθήσεται ἀπὸ οἴνου καὶ ὄξος ἐξ οἴνου καὶ ὄξος ἐκ σικερα οὐ πίεται καὶ ὅσα κατεργάζεται ἐκ σταφυλῆς οὐ πίεται καὶ σταφυλὴν πρόσφατον καὶ σταφίδα οὐ φάγεται,Naso,369,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
221,The nazarite must not eat raisins ,N,NUM 6:3,"he shall abstain from wine and strong drink; he shall drink no vinegar, whether made from wine or strong drink, nor shall he drink any grape juice nor eat fresh or dried grapes.",  מִיַּיִן וְשֵׁכָר יַזִּיר חֹמֶץ יַיִן וְחֹמֶץ שֵׁכָר לֹא יִשְׁתֶּה וְכָל־מִשְׁרַת עֲנָבִים לֹא יִשְׁתֶּה וַעֲנָבִים לַחִים וִיבֵשִׁים לֹא יֹאכֵל׃ ‬,ἀπὸ οἴνου καὶ σικερα ἁγνισθήσεται ἀπὸ οἴνου καὶ ὄξος ἐξ οἴνου καὶ ὄξος ἐκ σικερα οὐ πίεται καὶ ὅσα κατεργάζεται ἐκ σταφυλῆς οὐ πίεται καὶ σταφυλὴν πρόσφατον καὶ σταφίδα οὐ φάγεται,Naso,370,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
222,The nazarite must not eat grape seeds ,N,NUM 6:4,"All the days of his separation he shall not eat anything that is produced by the grape vine, from the seeds even to the skin.","ד כֹּל, יְמֵי נִזְרוֹ: מִכֹּל אֲשֶׁר יֵעָשֶׂה מִגֶּפֶן הַיַּיִן, מֵחַרְצַנִּים וְעַד-זָג--לֹא יֹאכֵל.","4 πάσας τὰς ἡμέρας τῆς εὐχῆς αὐτοῦ ἀπὸ πάντων, ὅσα γίνεται ἐξ ἀμπέλου, οἶνον ἀπὸ στεμφύλων ἕως γιγάρτου οὐ φάγεται.  ",Naso,371,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
223,The nazarite must not eat grape skins ,N,NUM 6:4,"All the days of his separation he shall not eat anything that is produced by the grape vine, from the seeds even to the skin.",  כֹּל יְמֵי נִזְרוֹ מִכֹּל אֲשֶׁר יֵעָשֶׂה מִגֶּפֶן הַיַּיִן מֵחַרְצַנִּים וְעַד־זָג לֹא יֹאכֵל׃ ‬,πάσας τὰς ἡμέρας τῆς εὐχῆς αὐτοῦ ἀπὸ πάντων ὅσα γίνεται ἐξ ἀμπέλου οἶνον ἀπὸ στεμφύλων ἕως γιγάρτου οὐ φάγεται,Naso,372,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
224,The nazarite must not be under the same roof as a corpse ,N,NUM 6:6,'All the days of his separation to the LORD he shall not go near to a dead person.,"ו כָּל-יְמֵי הַזִּירוֹ, לַיהוָה, עַל-נֶפֶשׁ מֵת, לֹא יָבֹא.",6 πάσας τὰς ἡμέρας τῆς εὐχῆς κυρίῳ ἐπὶ πάσῃ ψυχῇ τετελευτηκυίᾳ οὐκ εἰσελεύσεται·  ,Naso,375,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
225,The nazarite must not come into contact with the dead ,N,NUM 6:7,"'He shall not make himself unclean for his father or for his mother, for his brother or for his sister, when they die, because his separation to God is on his head.","ז לְאָבִיו וּלְאִמּוֹ, לְאָחִיו וּלְאַחֹתוֹ--לֹא-יִטַּמָּא לָהֶם, בְּמֹתָם: כִּי נֵזֶר אֱלֹהָיו, עַל-רֹאשׁוֹ.","7 ἐπὶ πατρὶ καὶ ἐπὶ μητρὶ καὶ ἐπ᾿ ἀδελφῷ καὶ ἐπ᾿ ἀδελφῇ, οὐ μιανθήσεται ἐπ᾿ αὐτοῖς ἀποθανόντων αὐτῶν, ὅτι εὐχὴ θεοῦ αὐτοῦ ἐπ᾿ αὐτῷ ἐπὶ κεφαλῆς αὐτοῦ·  ",Naso,376,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
226,The nazarite must shave his head after bringing sacrifices upon completion of his nazarite period,P,NUM 6:9,"But if a man dies very suddenly beside him and he defiles his dedicated head of hair, then he shall shave his head on the day when he becomes clean; he shall shave it on the seventh day.","ט וְכִי-יָמוּת מֵת עָלָיו בְּפֶתַע פִּתְאֹם, וְטִמֵּא רֹאשׁ נִזְרוֹ--וְגִלַּח רֹאשׁוֹ בְּיוֹם טָהֳרָתוֹ, בַּיּוֹם הַשְּׁבִיעִי יְגַלְּחֶנּוּ.","9 ἐὰν δέ τις ἀποθάνῃ ἐξάπινα ἐπ᾿ αὐτῷ, παραχρῆμα μιανθήσεται ἡ κεφαλὴ εὐχῆς αὐτοῦ, καὶ ξυρήσεται τὴν κεφαλὴν αὐτοῦ ᾗ ἂν ἡμέρᾳ καθαρισθῇ· τῇ ἡμέρᾳ τῇ ἑβδόμῃ ξυρηθήσεται.  ",Naso,377,6,Promises,Nazarite,Nazirites,,,,,,,,,,,,,
