section,subject,entry
M,MUSIC,"-Teachers of 1CH 15:22; 25:7,8; 2CH 23:13
-Physical effect of, on man 1SA 6:15,16
-Discoursed during the offering of sacrifices 2CH 29:27,28
-Precentor NEH 12:42
-Chief musician NEH 12:42; HAB 3:19
-Chambers for musicians in the temple, in Ezekiel's vision EZK 40:44
-In heaven REV 5:8,9; 14:2,3; 15:2,3
-INSTRUMENTS OF
     -Invented by Jubal GEN 4:21
     -Invented by David 1CH 23:5; 2CH 7:6; 29:26; AMO 6:5
     -Made by Solomon 1KI 10:12; 2CH 9:11; ECC 2:8
     -Made by Tyrians EZK 28:13
     -CORNET DAN 3:5,7,10
     -See TRUMPET
     -CYMBAL
     -See CYMBAL
     -DULCIMER, a double pipe DAN 3:5,10,15
     -FLUTE DAN 3:5,7,10,15
     -GITTITH, a stringed instrument PSA 8; 81; 84
     -HARP
     -See HARP
     -ORGAN, probably composed of pipes furnishing a number of notes GEN 4:21; JOB 21:12; 30:31; PSA 150:4
     -PIPE
     -See PIPE
     -PSALTERY
     -See PSALTERY
     -SACKBUT, a harp DAN 3:5,7,10,15
     -TABRET
     -See TIMBREL
     -TIMBREL, a tambourine
     -See TIMBREL
     -TRUMPET
     -See TRUMPET
     -VIOL, a lyre ISA 5:12; 14:11; AMO 5:23; 6:5
-SYMBOLS USED IN
-ALAMOTH
     -(Literally virgins) .A musical term which appears in 1CH 15:20
     -And in the title of PSA 46:1
     -(It seems to indicate the rendering of the song by female voices, possibly soprano) -AL-TASCHITH
     -It appears in the titles of PSA 57:1; 58:1; 59:1; 75:1
     -(it seems to have been used to indicate the kind of ode, or the kind of melody in which the ode should be sung.)
-HIGGAION PSA 92:3
     -(According to Gesenius, it signifies the murmuring tone of a harp, and hence that the music should be rendered in a plaintive manner.) PSA 9:16
     -(Combined with ""Selah,"" it may have been intended to indicate a pause in the vocal music while the instruments rendered an interlude.) PSA 19:14
     -(Mendelssohn translates it ""meditation, thought."" Hence, the music was to be rendered in a mode to promote devout meditation.)
-MAKALATH, MASCHIL, LEANNOTH
     -These terms are found in the titles of PSA 53:1; 88:1
     -(Authorities grope in darkness as to their signification. They may indicate the instruments to be played, or the melody to be sung)
-MASCHIL
     -This musical sign occurs in the titles of PSA 32:1; 42:1; 44:1; 45:1; 52:1; 53:1; 54:1; 55:1; 74:1; 78:1; 88:1; 89:1; 142:1
     -(The meaning is obscure. But its signification where it occurs elsewhere than in the titles of Psalms is equivalent to the English word ""instruction,"" or to become wise by instruction; hence, PSA 47:7: ""Sing ye praises with understanding."")
-MICAHTAM
     -A musical term in the titles of PSA 16:1; 56:1; 57:1; 58:1; 59:1; 60:1
     -(Luther interprets this as ""golden,"" that is, ""precious."" Ewald interprets it as signifying a plaintive manner.)
-MUTH-LABBEN
     -In the title of PSA 9:1
     -(Authorities, ancient and modern, differ as to the probable signification. Gesenius and DEU Wette interpret it, ""with the voice of virgins, by boys."" Others derive the word from a different Hebrew root, and interpret it as indicating that the Psalm was a funeral ode.)
-NEGINAH and NEGINOTH
     -Appear in the titles of PSA 4:1; 54:1; 55:1; 61:1; 67:1; HAB 3:19
     -(Its use seems to have been to indicate that the song should be accompanied by stringed instruments.) -NEHILOTH
     -Appears in the title of PSA 5:1
     -(It seems to indicate, according to Gesenius, that when this Psalm was sung it was to be accompanied by wind instruments.)
-SELAH
     -(This term appears frequently in the Psalms. Its use is not known. Possibly it signified a pause in the vocal music while an instrumental interlude or finale was rendered.)
-SHEMINITH
     -In the titles of PSA 6:1; 12:1
     -(Translated ""eighth,"" probably indicates the measure, movement, or pitch.)
-SHIGGAION
     -In the title of PSA 7:1
     -And its plural, SHIGIONOTH, in the title of HAB 3:1
     -(Supposed to be a musical term to guide in rendering the song. At the close of the chapter, the author refers the ode ""to the chief musician, on my stringed instruments."" The term may suggest the movement in interpreting the music set to it.)
-SHOSHANNIM and SHUSHAN-EDUTH .In the titles to PSA 45:1; 60:1; 69:1; 80:1
     -(Seems to indicate the manner in which these Psalms were to be rendered. Kimchi, Tremellius, and Eichhorn render it ""hexachorda,"" that is, that in singing these Psalms instruments of six strings were to accompany.)
-UNCLASSIFIED SCRIPTURES RELATING TO GEN 31:27; EXO 15:1,20,21; 21:17-20; JDG 5:1-3; 11:34; 1SA 18:6,7; 2SA 19:35; 1KI 1:40; 1CH 6:31,32; 15:16-22,24,27,28; 16:4-39,41,42; 22:3,5,6,27,30; 25:1,5,6,7,8; 2CH 5:12,13; 20:19,21,22,28; 23:13,18; 29:25-28; 31:2; 35:15,25; EZR 2:64; 3:10,11; NEH 12:24,27-31; JOB 21:12; 30:31; PSA 33:1-4; 68:4,25,26,32-35; 81:1-3; 87:7; 92:1-3; 95:1,2; 98:1-8; 104:33; 105:2; 135:1,2,3; 137:1-6; 144:9; 149:1-3,6; 150:1-6; PRO 25:20; ECC 2:8; ISA 5:12; 14:11; 16:10; 23:16; 24:8,9; 30:29,32; JER 31:4; EZK 26:13; 33:32; DAN 3:4,6,7; AMO 6:5; 8:10; MAT 9:23; 11:17; MRK 14:26; 1CO 14:15; EPH 5:19; COL 3:16; HEB 2:12; REV 14:2,3; 18:22
-See PRAISE
-See PSALMS"
M,MUSTARD,"-General scriptures concerning MAT 13:31,32"
M,MUSTER,"-Of troops 1SA 14:17; 2SA 20:4; 1KI 20:26; 2KI 25:19; ISA 13:4
-See ARMIES"
M,MUTH-LABBEN,-See MUSIC
M,MUTINY,"-Israelites against Moses NUM 14:4
-See CONSPIRACY"
M,MYRA,"-A city of Lycia; Paul visits ACT 27:5,6"
M,MYRRH,"-(A fragrant gum)
-A product of the land of Canaan So 4:6,14; 5:1
-One of the compounds in the sacred anointing oil EXO 30:23
-Used as a perfume EST 2:12; PSA 45:8; PRO 7:17; So 3:6; 5:13
-Brought by the wise men (Magi) as a present to Jesus MAT 2:11
-Offered to Jesus on the cross MRK 15:23
-Used for embalming JHN 19:39
-Traffic in GEN 37:25; 43:11"
M,MYRTLE,-General scriptures concerning NEH 8:15; ISA 41:19; 55:13; ZEC 1:8
M,MYSIA,"-(A province of Asia Minor)
-Paul visits ACT 16:7,8"
M,MYSTERIES,"-OF REDEMPTION DEU 29:29; JOB 15:8; PSA 25:14; PRO 3:32; AMO 3:7; MAT 11:25; 13:11,35; MRK 4:11; LUK 8:10; JHN 3:8-12; ROM 16:25,26; 1CO 2:7-10; 2CO 3:12-18; EPH 1:9,10; 3:3-5,9,18,19; 6:19; COL 1:25-27; 2:2; 4:3,4; 2TH 2:7; 1TI 3:9,16; HEB 5:11; 1PE 1:10-12; REV 10:7
     -See SALVATION, PLAN OF"
N,NAAM,-Son of Caleb 1CH 4:15
N,NAAMAH,"-1. Sister of Tubal-cain GEN 4:22
-2. A wife of Solomon and the mother of King Rehoboam 1KI 14:21,31; 2CH 12:13
-3. A city of the tribe of Judah JOS 15:41"
N,NAAMAN,"-1. Son of Benjamin GEN 46:21
-2. Son of Bela NUM 26:40; 1CH 8:4
-3. Son of Ehud 1CH 8:7
-4. A Syrian general, healed of leprosy by Elisha 2KI 5:1-23; LUK 4:27"
N,NAARAH,"-A wife of Ashur 1CH 4:5,6"
N,NAARAI,"-Also called PAARAI
-One of David's heroes 1CH 11:37"
N,NAARAN,-A city in the eastern limits of Ephraim 1CH 7:28
N,NAARATH,-A city on the southern boundary of the tribe of Ephraim JOS 16:7
N,NAASHON,"-Also called NAASSON and NAHSHON
-A captain of Judah's army EXO 6:23; NUM 1:7; 2:3; 7:12,17; 10:14
-In the lineage of Christ MAT 1:4; LUK 3:32"
N,NABAL,"-(Husband of Abigail; Hebrew means ""fool."")
-History of 1SA 25:2-38"
N,NABOTH,"-(A Jezreelite)
-His vineyard forcibly taken by Ahab; stoned at the instigation of Jezebel 1KI 21:1-19
-His murder avenged 2KI 9:21-36"
N,NACHON,"-(Also called CHIDON)
-Uzzah killed at the threshing floor of 2SA 6:6,7; 1CH 13:9"
N,NACHOR,-An ancestor of Jesus LUK 3:34
N,NADAB,"-1. Son of Aaron EXO 6:23
     -Called to Mount Sinai with Moses and Aaron to worship EXO 24:1,9,10
     -Set apart to priesthood EXO 28:1,4,40-43
     -Offers ""strange"" (unauthorized) fire to God, and is destroyed LEV 10:1,2; NUM 3:4; 26:61
     -Is buried LEV 10:4,5
     -His father and brothers forbidden to mourn LEV 10:6,7
-2. Son and successor of Jeroboam 1KI 14:20
     -His wicked reign; murdered by Baasha 1KI 15:25-31
-3. Great-grandson of Jerahmeel 1CH 2:28,30
-4. A Benjamite 1CH 8:30; 9:36"
N,NAGGE,-An ancestor of Jesus LUK 3:25
N,NAHALIEL,-A station (stopping place) of the Israelites NUM 21:19
N,NAHALLAL,"-Also called NAHALAL and NAHALOL
-A Levitical city JOS 19:15; 21:35; JDG 1:30"
N,NAHAM,-Brother of Hodiah 1CH 4:19
N,NAHAMANI,-A Jewish exile NEH 7:7
N,NAHARAI,"-Also called NAHARI
-One of David's heroes 2SA 23:37; 1CH 11:39"
N,NAHASH,"-1. An Ammonite king .Defeated by Saul at Jabesh-gilead 1SA 11:1-11
     -Kindness of, to David, and death 2SA 10:1,2; 1CH 19:1,2
-2. Probably identical with JESSE 2SA 17:25"
N,NAHATH,"-1. Son of Reuel GEN 36:13,17; 1CH 1:37
-2. Also called TOAH and TOHU .A Levite 1CH 6:26,34; 1SA 1:1
-3. A Levite and overseer of the secured offerings 2CH 31:13
     -Spelled MATHAH in the N. I. V"
N,NAHBI,"-A prince of Naphtali, and one or the twelve spies NUM 13:14"
N,NAHOR,"-1. Grandfather of Abraham GEN 11:22-26; 1CH 1:26
     -In the lineage of Christ LUK 3:34
-2. Brother of Abraham GEN 11:26; JOS 24:2
     -Marriage and descendants of GEN 11:27,29; 22:20-24; 24:15,24"
N,NAHSHON,"-Son of Amminadab EXO 6:23; NUM 1:7; 1CH 2:10
-Captain of the army of Judah NUM 2:3; 10:14; 1CH 2:10
-Liberality of NUM 7:12,17"
N,NAHUM,"-One of the minor prophets
-Prophesies against the Assyrians; declares the majesty of God and his care for his people NAM 1
-Foretells the destruction of Nineveh NAM 2; 3"
N,NAIL,"-(Or, peg)) ISA 41:7; JER 10:4
-Made of iron 1CH 22:3
-Made of gold 2CH 3:9
-Jael kills Sisera with JDG 4:21
-FIGURATIVE EZR 9:8; ISA 22:23,25; ZEC 10:4"
N,NAIN,"-(A city in Galilee)
-Jesus restores to life a widow's son in LUK 7:11"
N,NAIOTH,"-A place in Ramah 1SA 19:18,19,22; 20:1"
N,NAME,"-Value of a good PRO 22:1; ECC 7:1
-A new name given to persons who have spiritual adoption ISA 62:2
-To Abraham GEN 17:5
-Sarah GEN 17:15
-Jacob GEN 32:28
-Paul ACT 13:9
-Intercessional influence of the name of Jesus, for his people NAM 1
-See JESUS, IN HIS NAME
-SYMBOLICAL HOS 1:3,4,6,9; 2:1"
N,NAMES OF GOD,"-See GOD, NAMES OF"
N,NAMES OF JESUS,"-See JESUS, NAMES OF"
N,NAOMI,-The mother-in-law of Ruth RUT 1; 2; 3; 4
N,NAPHISH,"-Also called NEPHISH
-A son of Ishmael GEN 25:15; 1CH 1:31"
N,NAPHTALI,"-1. Son of Jacob and Bilhah GEN 30:7,8; 35:25
     -Jacob blesses GEN 49:21
     -Sons of GEN 46:24; 1CH 7:13
-2. Tribe of
     -Census of NUM 1:42,43; 26:48-50
     -Position assigned to, in camping and in marching NUM 2:25-31; 10:25-27
     -Moses' benediction on DEU 33:23
     -Inheritance of JOS 19:32-39; JDG 1:33; EZK 48:3
     -Defeat Sisera JDG 4:6,10; 5:18
     -Follow Gideon JDG 6:35; 7:23
     -Help in conveying the ark of the covenant to Jerusalem PSA 68:27
     -Military operations of 1CH 12:34,40
     -Against 1KI 15:20; 2KI 15:29; 2CH 16:4
     -Prophecies concerning ISA 9:1,2; REV 7:6"
N,NAPHTUHIM,-The inhabitants of central Egypt GEN 10:13; 1CH 1:11
N,NARCISSUS,-A believer at Rome ROM 16:11
N,NATHAN,"-1. Son of David and Bath-sheba 2SA 5:14; 1CH 3:5; 14:4
-2. A prophet in the time of David
     -His message to David concerning the building of a temple 2SA 7:1-17; 1CH 17:1-15
     -Reproves David for his adultery with Bath-sheba and his murder of Uriah 2SA 12:1-15
     -Gives Solomon the name Jedidiah 2SA 12:25
     -Assists Bath-sheba in securing to Solomon, her son, the succession to the throne 1KI 1:10-14,22-27
     -Assists in anointing Solomon to be king 1KI 1:32-45
     -Kept the chronicles 1CH 29:29; 2CH 9:29
     -Assists David in the organization of the tabernacle 2CH 29:25"
N,NATHANAEL,-Becomes a disciple of Jesus JHN 1:45-49; 21:2
N,NATHAN-MELECH,-An idolatrous chamberlain 2KI 23:11
N,NATION,"-Sins of ISA 30:1,2
-Chastised ISA 14:26,27; JER 5:29; 18:6-10; 25:12-33; EZK 2:3-5; 39:23,24; DAN 7:9-12; 9:3-16; HOS 7:12; JOL 1:1-20; AMO 9:9; ZEP 3:6,8
-Perish PSA 9:17; ISA 60:12
-National adversity, prayer in JDG 21:2-4; 2CH 7:13,14; PSA 74; JOL 2:12
-Lamented EZR 9; NEH 1:4-11; JER 6:14; 8:11
-See SIN, NATIONAL
-Prayer for PSA 85:1-7; LAM 2:20-22; 5; DAN 9:3-21
-Involved in sins of rulers GEN 20:4,9; 2SA 24:10-17; 1CH 21:7-17
-Involved in the sins of other individuals, as Achan JOS 7:1,11-26
-Peace of JOB 34:29; PSA 33:12; 89:15-18
-Promises of peace to LEV 26:6; 1KI 2:33; 2KI 20:19; 1CH 22:9; PSA 29:11; 46:9; 72:3,7; 128:6; ISA 2:4; 14:4-7; 60:17,18; 65:25; JER 30:10; 50:34; EZK 34:25-28; HOS 2:18; MIC 4:3,4; ZEC 1:11; 3:10; 8:4,5; 9:10; 14:11
-Prayer for peace JER 29:7; 1TI 2:1,2
-Peace given by God JOS 21:44; 1CH 22:18; 23:25; PSA 147:13,14; ECC 3:8; ISA 45:7
-Instances of national peace JOS 14:15; JDG 3:11,30; 1KI 4:24,25
-See WAR
-Righteousness exalts PRO 14:34
-See GOVERNMENT
-See KING
-See RULERS"
N,NATURALIZATION,"-General scriptures concerning ACT 22:28; EPH 2:12,19"
N,NATURAL RELIGION,"-See RELIGION, NATURAL"
N,NAUM,-An ancestor of Jesus LUK 3:25
N,NAVIGATION,"-Sounding in ACT 27:28
-See COMMERCE
-See MARINER
-See NAVY"
N,NAVEL,"-Treatment of, at birth EZK 16:4"
N,NAVY,"-Solomon's 1KI 9:26
-Hiram's 1KI 10:11
-Of Chittim DAN 11:30,40
-See COMMERCE
-See MARINER
-See NAVIGATION"
N,NAZARENE,-See NAZARETH
N,NAZARETH,"-A village in Galilee
-Joseph and Mary live at MAT 2:23; LUK 1:26,27,56; 2:4,39,51
-Jesus from MAT 21:11; MRK 1:24; 10:47; LUK 4:34; 18:37; 24:19
-People of, reject Jesus LUK 4:16-30
-Its reputation JHN 1:46"
N,NAZARITE,"-Law concerning NUM 6:1-21; JDG 13:5
-Character of LAM 4:7; AMO 2:11,12
-INSTANCES OF .Samson JDG 13:5,7; 16:17
     -Samuel 1SA 1:11
     -Rechabites JER 35
     -John the Baptist MAT 11:18; LUK 1:15; 7:33"
N,NEAH,-A city in the territory of the tribe of Zebulun JOS 19:13
N,NEAPOLIS,"-A seaport of Macedonia
-Paul visits ACT 16:11"
N,NEARIAH,"-1. Son of Shemalah 1CH 3:22,23
-2. A Simeonite captain 1CH 4:42"
N,NEBAIOTH,"-Also called NEBAJOTH
-Son of Ishmael GEN 25:13; 28:9; 36:3; 1CH 1:29
-Prophecies concerning ISA 60:7"
N,NEBALLAT,-A town occupied by the Benjamites after the captivity NEH 11:34
N,NEBAT,-Father of Jeroboam 1KI 11:26; 12:2
N,NEBO,"-1. A city allotted to the tribe of Reuben NUM 32:3,38; 1CH 5:8
     -Prophecies concerning ISA 15:2; JER 48:1,22
-2. A mountain range east of the Jordan; Moses views Canaan from DEU 32:49,50
     -Dies on DEU 34:1
-3. A city in territory of the tribe of Judah EZR 2:29; NEH 7:33
-4. The ancestor of certain Jews EZR 10:43
-5. A Babylonian idol ISA 46:1"
N,NEBUCHADNEZZAR,"-Also called NEBUCHADREZZAR
-King of Babylon JER 21:2
-Empire of
-See BABYLON
-His administration DAN 1; 2; 3; 4
-Conquests
     -Of Jerusalem 2KI 24; 25; 1CH 6:15; 2CH 36:5-21; EZR 1:7; JER 39
-Of Egypt 2KI 24:7; JER 46:2
-Of Tyre EZK 29:18
-An instrument of God's judgments JER 27:8
-Prophecies concerning JER 21:7,10; 22:25; 25:9; 27:6-9; 32:28; 43:10; 46:13; 49:30-33; EZK 26:7-12"
N,NEBUSHASBAN,-A prince of Nebuchadnezzar JER 39:13
N,NEBUZARADAN (NEBUZAR-ADAN),"-Captain of the guard of King Nebuchadnezzar
-Commands the Assyrian army which besieged Jerusalem and carried the inhabitants to Babylon 2KI 25:8-21; JER 39:9,10; 43:6; 52:12-30
-Protects Jeremiah JER 39:11-14; 40:1-5"
N,NECHO,"-(One of the Pharaohs)
-King of Egypt 2CH 35:20,22; 36:4"
N,NECKLACE,"-(A. V., tablets, R. V., armlet) EXO 35:22; NUM 31:50"
N,NECROMANCY,"-General scriptures concerning DEU 18:11; 26:14; ISA 8:19; 29:4
-INSTANCE OF
     -The witch of En-dor 1SA 28:7-19
     -See FAMILIAR SPIRITS
     -See SORCERY
     -See WITCHCRAFT"
N,NEDABIAH,-Son of Jeconiah 1CH 3:18
N,NEEDLE,-General scriptures concerning MAT 19:24; MRK 10:25; LUK 18:25
N,NEEDLEWORK,-See EMBROIDERY&gt;
N,NEGINOTH,-See MUSIC
N,NEHEMIAH,"-1. Son of Hachaliah NEH 1:1
     -The cupbearer of Artaxerxes, a very trusted position NEH 1:11; 2:1
     -Is grieved over the desolation of his country NEH 1
     -Is sent by the king to rebuild Jerusalem NEH 2:1-8
     -Register of the people whom he led from Babylon NEH 7
     -Register of the priests and Levites NEH 12:1-22
     -Rebuilds Jerusalem NEH 2; 3; 4; 5; 6
     -His administration as ruler of the people NEH 5; 6; 8; 9; 10; 11; 13
-2. Two Jews who returned to Jerusalem from exile EZR 2:2; NEH 3:16; 7:7"
N,NEHILOTH,-See MUSIC
N,NEHUM,-A chief exile NEH 7:7
N,NEHUSHTA,"-Wife of Jehoiakim, king of Judah, and the mother of Jehoiachin 2KI 24:6,8"
N,NEHUSHTAN,-The brass (bronze) serpent 2KI 18:4
N,NEIEL,-A landmark on the boundary of the tribe of Asher JOS 19:27
N,NEIGHBOR,"-General scriptures concerning EXO 20:16; 23:4,5; LEV 6:2-5; 19:13,16-18; DEU 22:1-4; PSA 15:1-3; PRO 3:28,29; ISA 58:6-14; JER 22:13; ZEC 8:16,17; MAT 7:12; 19:19; 22:39; 25:34-46; MRK 12:31; LUK 10:25-37; ROM 13:9,10; 15:2; GAL 5:14; 6:10; HEB 13:3; JAS 2:8,9
-See DUTY
-See MAN"
N,NEKEB,-A city in territory of the tribe of Naphtali JOS 19:33
N,NEKODA,"-Name of two Jewish exiles EZR 2:48,60; NEH 7:50,62"
N,NEMUEL,"-1. A Reubenite NUM 26:9
-2. A son of Simeon NUM 26:12; 1CH 4:24"
N,NEOPHYTES,"-General scriptures concerning MRK 4:33; JHN 16:4,12; 1CO 3:1,2; 8:9"
N,NEPHEG,"-1. Son of Izhar EXO 6:21
-2. A son of David 2SA 5:15; 1CH 3:7; 14:6"
N,NEPHISHESIM,-A family of the Nephinim NEH 7:52
N,NEPHTOAH,-A stream between the tribes of Judah and Benjamin JOS 15:9; 18:15
N,NEPOTISM,"-Of Joseph GEN 47:11,12
-Of Saul 1SA 14:50
-Of David 2SA 8:16; 19:13
-Of Nehemiah NEH 7:2"
N,NER,"-Father of Abner 1SA 14:50
-Father of Kish 1CH 8:33; 9:39"
N,NEREUS,-A Christian at Rome ROM 16:15
N,NERGAL,-An idol 2KI 17:30
N,NERGAL-SHAREZER,"-The name of a senior officer with Nebuchadnezzars army JER 39:3,13"
N,NERI,-An ancestor of Jesus LUK 3:27
N,NERIAH,-Father of Baruch JER 32:12
N,NEST,"-Bird's, in a rock NUM 24:21
-Birds stir DEU 32:11"
N,NET,"-Of checker work 1KI 7:17
-Hidden in a pit PSA 35:7,8
-Set for birds PRO 1:17
-Wild animals ISA 51:20
-Fish caught in MAT 4:18-21; 13:47; LUK 5:4; JHN 21:6-11
-See SNARE
-FIGURATIVE JOB 18:8; 19:6; PSA 9:15; 10:9; 25:15; 31:4; 35:7,8; 57:6; 66:11; 140:5; 141:10; PRO 12:12; 29:5; ECC 7:26; 9:12; ISA 19:8; EZK 26:5,14; 47:10; HOS 7:12"
N,NETHANEEL,"-1. The prince of the tribe of Issachar
     -Counts the tribe NUM 1:8
     -Captain of the host of Issachar NUM 2:5; 10:15
     -Liberality of, for the tabernacle NUM 7:18-23
-2. A priest and doorkeeper for the ark of the covenant 1CH 15:24
-3. A Levite 1CH 24:6
-4. Son of Obed-edom, and porter of the temple 1CH 26:4
-5. A prince sent by Jehoshaphat to teach the law in the cities of Judah 2CH 17:7
-6. A Levite 2CH 35:9
-7. A priest who divorced his Gentile wife EZR 10:22
-8. A priest NEH 12:21
-9. A Levite and musician NEH 12:36"
N,NETHANIAH,"-1. Father of Ishmael 2KI 25:23,25; JER 40:8,14,15; 41:1,2,6,7,9-12
-2. A singer, and chief of the temple musicians 1CH 25:2,12
-3. A Levite appointed by Jehoshaphat to accompany the princes who were to teach the law in Judah 2CH 17:8
-4. Father of Jehudi JER 36:14"
N,NETHINIMS,"-Servants of the Levites EZR 8:20
-Return from the captivity 1CH 9:2; EZR 2:43,58,70; 7:7,24; 8:17; NEH 3:26,31; 7:46,60,73; 10:28; 11:3,21"
N,NETOPHAH,-A city in territory of the tribe of Judah EZR 2:22; NEH 7:26
N,NETTLES,"-An obnoxious plant PRO 24:31; ISA 34:13
-FIGURATIVE JOB 30:7; HOS 9:6; ZEP 2:9"
N,NEW CREATURE,-See REGENERATION
N,NEW MOON,"-Feast of NUM 10:10; 28:11-15; 1CH 23:31; 2CH 31:3
-Traffic at time of, suspended AMO 8:5"
N,NEZIAH,-One of the Nethinim EZR 2:54; NEH 7:56
N,NEZIB,-A city in the territory of the tribe of Judah JOS 15:43
N,NIBHAZ,-An idol 2KI 17:31
N,NIBSHAN,-A city of Judah JOS 15:62
N,NICANOR,-A servant (Greek: diakonos) of the congregation at Jerusalem ACT 6:5
N,NICODEMUS,-A Jewish rabbi -Becomes a disciple of Jesus JHN 3:1-10; 7:50-53
N,NICOLAITANES,"-General scriptures concerning REV 2:6,15"
N,NICOLAS,"-A proselyte of Antioch, and servant (Greek: diakonos) of the congregation at Jerusalem ACT 6:5,6"
N,NICOPOLIS,"-(A city of Thrace)
-Paul lives in TIT 3:12"
N,NIGER,"-(Means ""black"")
-The surname of Simeon ACT 13:1"
N,NIGHT,"-General scriptures concerning GEN 1:5,16,18
-Meditations in PSA 19:2; 77:6; 119:148; 139:11
-Worship in PSA 134:1
-Jesus prays all night LUK 6:12
-No night in heaven REV 21:25; 22:5
-Divided into watches EXO 14:24; JDG 7:19; 1SA 11:11; NEH 12:9; PSA 63:6; 119:148; LAM 2:19; MAT 14:25; LUK 12:38
-Divided into hours ACT 23:23
-Used figuratively ISA 15:1; 21:11,12; JHN 9:4; ROM 13:12; 1TH 5:5"
N,NIGHT HAWK,-Forbidden as food LEV 11:16; DEU 14:15
N,NILE,"-Called THE RIVER ISA 11:15; 19:5-10; EZK 29:4; AMO 8:8
-Called SIHOR ISA 23:3; JER 2:18"
N,NIMRAH,-A city in the territory of the tribe of Gad NUM 32:3
N,NIMRIM,-Waters on the borders of the tribe of Gad and the country of Moab ISA 15:6; JER 48:34
N,NIMROD,"-Son of Cush
-A mighty hunter before the Lord, GEN 10:8,9; 1CH 1:10
-Founder of Babylon
-See BABYLON"
N,NIMSHI,"-Father of Jehu 2KI 9:2,20"
N,NINEVEH,"-Capitol of the Assyrian Empire GEN 10:11,12
-Contained a population of upwards of one-hundred and twenty thousand people, when Jonah preached JON 4:11
-Extent of JON 3:4
-Sennacherib in 2KI 19:36,37; ISA 37:37,38
-Jonah preaches to JON 1:1,2; 3
-Nahum prophesies against NAM 1; 2; 3
-Zephaniah foretells the desolation of ZEP 2:13-15"
N,NISAN,"-The first month in the Jewish calendar
-See MONTH"
N,NISROCH,"-An idol 2KI 19:36,37; ISA 37:37,38"
N,NITRE,"-A chemical, (soda, R. V., margin) PRO 25:20
-(Lye, R. V.) JER 2:22"
N,NO,-A city on the Nile River JER 46:25; EZK 30:14-16; NAM 3:8
N,NOADIAH,"-1. A Levite who assisted in weighing the silver, gold, and vessels of the temple which were brought back from Babylon EZR 8:33
-2. A false prophetess NEH 6:14"
N,NOAH,"-1. Son of Lamech GEN 5:28,29
     -Builds an ark (ship) and saves his family from the great flood GEN 6:14-22; 7; 8; MAT 24:38; LUK 17:27; HEB 11:7; 1PE 3:20
     -Builds an altar and offers sacrifices GEN 8:20,21
     -Receives the covenant from God that no flood would ever again visit the earth; the rainbow instituted as a token of the covenant GEN 8:20,22; 9:9-17
     -Intoxication of, and his curse upon Canaan GEN 9:20-27
     -His blessing upon Shem and Japheth GEN 9:26,27
     -Dies at the age of nine-hundred and fifty years GEN 9:28,29
-2. A daughter of Zelophehad, special legislation in regard to the inheritance of NUM 26:33; 27:1-7; 36; JOS 17:3-7"
N,NOB,"-A city of the tribe of Benjamin NEH 11:31,32
-Called ""the city of the priests,"" 1SA 22:19
-The home of Ahimelech, the priest 1SA 21:1; 22:11
-Probable seat of the tabernacle in Saul's time 1SA 21:4,6,9
-Destroyed by Saul 2SA 22:19
-Prophecy concerning ISA 10:32"
N,NOBAH,-An Israelite NUM 32:42
N,NOBLEMAN,-General scriptures concerning JHN 4:46-53
N,NOD,-Cain lived in GEN 4:16
N,NOGAH,-Son of David 1CH 3:7; 14:6
N,NOHAH,-Son of Benjamin 1CH 8:2
N,NOLLE PROSEQUI,-Of the complaint against Paul ACT 18:12-17
N,NONCONFORMITY,"-See CHURCH AND STATE
-See FORM
-See FORMALISM"
N,NOPH,"-A city of Egypt JER 2:16
-Prophecy against Jews in JER 44
-Prophecies against ISA 19:13; JER 46:13-19; EZK 30:13-16"
N,NOPHAH,-A city of Sihon NUM 21:30
N,NOSE,"-Jewels for PRO 11:22; ISA 3:21; EZK 16:12
-Mutilated EZK 23:25"
N,NURSE,"-General scriptures concerning GEN 24:59; 35:8; EXO 2:7; RUT 4:16; 2KI 11:2; ISA 60:4; 1TH 2:7
-Careless 2SA 4:4"
N,NUT,-General scriptures concerning GEN 43:11; So 6:11
N,NYMPHAS,"-(A Christian of Laodicea)
-House of, used as a place of worship COL 4:15"
O,OAK,"-(A tree)
-Grew in Palestine GEN 35:4
-Absalom hung in the boughs of 2SA 18:9,14
-Deborah buried under GEN 35:8
-FIGURATIVE AMO 2:9"
O,OAR,"-General scriptures concerning ISA 33:21; EZK 27:6,29"
