strongs_number,word,gloss,language,part_of_speech,gender,occurrences,first_occurrence,root_word,word_root_occurrence,first_root_number,first_root_hebrew,second_root_number,second_root_hebrew,third_root_number,third_root_hebrew
2219,זָרָה,"zarah (zaw-raw') v.
1. to toss about
2. (by implication) to diffuse, winnow
[a primitive root]
KJV: cast away, compass, disperse, fan, scatter (away), spread, strew, winnow. 
Compare: H2114 ",H,verb,,39,EXO 32:20,חָרַד,,,,,,,
2220,זְרוַֹע זְרוַֹע זְרוֹעָה זְרוֹעָה,"zrowa` (zer-o'-ah) (or (shortened) zroao {zer-o'-ah} and (feminine) zrowpah {zer-o-aw'}; or zrowah {zer-o-aw'};) n-f.
1. the arm (as stretched out), or (of animals) the foreleg
2. (figuratively) force
[from H2232]
KJV: arm, + help, mighty, power, shoulder, strength. 
Root(s): H2232 ",H,noun,feminine,91,GEN 49:24,זרע,,2232,זרע,,,,
2221,זֵרוַּע,"zeruwa` (zay-roo'-ah) n-m.
1. something sown, i.e. a plant
[from H2232]
KJV: sowing, thing that is sown. 
Root(s): H2232 ",H,noun,masculine,2,LEV 11:37,זרע,,2232,זרע,,,,
2222,זַרזִיף,"zarziyph (zar-zeef') v.
1. a pouring rain
[by reduplication from an unused root meaning to flow]
KJV: water. ",H,verb,,1,PSA 72:6,זרזף,,,,,,,
2223,זַרזִיר,"zarziyr (zar-zeer') n-m.
1. (properly) tightly girt, i.e. probably a racer, or some fleet animal (as being slender in the waist)
[by reduplication from H2115]
KJV: + greyhound. 
Root(s): H2115 ",H,noun,masculine,1,PRO 30:31,זור,,2115,זור,,,,
2224,זָרַח,"zarach (zaw-rakh') v.
1. (properly) to irradiate (or shoot forth beams), i.e. to rise (as the sun)
2. specifically, to appear (as a symptom of leprosy)
[a primitive root]
KJV: arise, rise (up), as soon as it is up. ",H,verb,,18,GEN 32:31,זרח,,,,,,,
2225,זֶרַח,"zerach (zeh'-rakh) n-m.
1. a rising of light
[from H2224]
KJV: rising. 
Root(s): H2224 ",H,noun,masculine,1,ISA 60:3,זרח,,2224,זרח,,,,
2226,זֶרַח,"Zerach (zeh'-rakh) n/p.
1. Zerach, the name of three Israelites, also of an Idumaean and an Ethiopian prince
[the same as H2225]
KJV: Zarah, Zerah. 
Root(s): H2225 ",H,noun proper,,21,GEN 36:13,,,2225,זרח,,,,
2227,זַרחִי,"Zarchiy (zar-khee') n-m.
1. a Zarchite or descendant of Zerach
[patronymically from H2226]
KJV: Zarchite. 
Root(s): H2226 ",H,noun,masculine,6,NUM 26:13,,,2226,זרח,,,,
2228,זְרַחיָה,"Zrachyah (zer-akh-yaw') n/p.
1. Jah has risen
[from H2225 and H3050]
KJV: Zerahiah. 
Root(s): H2225, H3050 ",H,noun proper,,5,1CH 6:6,,,2225,זרח,3050,יה,,
2229,זָרַם,"zaram (zaw-ram') v.
1. to gush (as water)
[a primitive root]
KJV: carry away as with a flood, pour out. ",H,verb,,2,PSA 77:17,זרם,,,,,,,
2230,זֶרֶם,"zerem (zeh'-rem) n-m.
1. a gush of water
[from H2229]
KJV: flood, overflowing, shower, storm, tempest. 
Root(s): H2229 ",H,noun,masculine,9,JOB 24:8,זרם,,2229,זרם,,,,
2231,זִרמָה,"zirmah (zir-maw') n-f.
1. a gushing of fluid (semen)
[feminine of H2230]
KJV: issue. 
Root(s): H2230 ",H,noun,feminine,2,EZK 23:20,,,2230,זרם,,,,
2232,זָרַע,"zara` (zaw-rah') v.
1. to sow
2. (figuratively) to disseminate, plant, fructify
[a primitive root]
KJV: bear, conceive seed, set with sow(-er), yield. ",H,verb,,56,GEN 1:11,זרע,,,,,,,
2233,זֶרַע,"zera` (zeh'-rah) n-m.
1. seed
2. (figuratively) fruit, plant, sowing-time, posterity
[from H2232]
KJV: X carnally, child, fruitful, seed(-time), sowing- time. 
Root(s): H2232 ",H,noun,masculine,229,GEN 1:11,זרע,,2232,זרע,,,,
2234,זְרַע,"zra` (zer-ah') n-m.
1. posterity
[(Aramaic) corresponding to H2233]
KJV: seed. 
Root(s): H2233 ",A,noun,masculine,1,DAN 2:43,,,2233,זרע,,,,
2235,זֵרוַֹע זֵרָעוֹן,"zeroa` (zay-ro'-ah) (or zeraSon {zay-raw-ohn'}) n-m.
1. something sown (only in the plural), i.e. a vegetable (as food)
[from H2232]
KJV: pulse. 
Root(s): H2232 ",H,noun,masculine,2,DAN 1:12,זרע,,2232,זרע,,,,
2236,זָרַק,"zaraq (zaw-rak') v.
1. to sprinkle (fluid or solid particles)
[a primitive root]
KJV: be here and there, scatter, sprinkle, strew. ",H,verb,,35,EXO 9:8,זרק,,,,,,,
2237,זָרַר,"zarar (zaw-rar') v.
1. perhaps to diffuse, i.e. (specifically) to sneeze
[a primitive root]
KJV: sneeze. 
Compare: H2114 ",H,verb,,1,2KI 4:35,זור,,,,,,,
2238,זֶרֶשׁ,"Zeresh (zeh'-resh) n/p.
1. Zeresh, Haman's wife
[of Persian origin]
KJV: Zeresh. ",H,noun proper,,4,EST 5:10,,,,,,,,
2239,זֶרֶת,"zereth (zeh'-reth) n-f.
1. the spread of the fingers, i.e. a span
[from H2219]
KJV: span. 
Root(s): H2219 ",H,noun,feminine,7,EXO 28:16,,,2219,זרה,,,,
2240,זַתּתּוּא,"Zattuw' (zat-too') n/p.
1. Zattu, an Israelite
[of uncertain derivation]
KJV: Zattu. ",H,noun proper,,4,EZR 2:8,,,,,,,,
2241,זֵתָם,"Zetham (zay-thawm') n/p.
1. Zetham, an &Š Israelite
[apparently a variation for H2133]
KJV: Zetham. 
Root(s): H2133 ",H,noun proper,,2,1CH 23:8,,,2133,זיתן,,,,
2242,זֵתַר,"Zethar (zay-thar') n/p.
1. Zethar, a eunuch of Xerxes
[of Persian origin]
KJV: Zethar. ",H,noun proper,,1,EST 1:10,,,,,,,,
2243,חוֹב,"chob (khobe) n-m.
1. (properly) a cherisher, i.e. the bosom
[by contraction from H2245]
KJV: bosom. 
Root(s): H2245 ",H,noun,masculine,1,JOB 31:33,,,2245,חבב,,,,
2244,חָבָא,"chaba' (khaw-baw') v.
1. to secrete
[a primitive root]
KJV: X held, hide (self), do secretly. 
Compare: H2245 ",H,verb,,33,GEN 3:8,חבא,,,,,,,
2245,חָבַב,"chabab (khaw-bab') v.
1. (properly) to hide (as in the bosom), i.e. to cherish (with affection)
[a primitive root]
KJV: love. 
Compare: H2244, H2247 ",H,verb,,1,DEU 33:3,חבא,,,,,,,
2246,חוֹבָב,"Chobab (kho-bawb') n/p.
1. cherished
2. Chobab, father-in-law of Moses
[from H2245]
KJV: Hobab. 
Root(s): H2245 ",H,noun proper,,2,NUM 10:29,,,2245,חבב,,,,
2247,חָבָה,"chabah (khaw-bah') v.
1. to secrete
[a primitive root]
KJV: hide (self). 
Compare: H2245 ",H,verb,,6,JOS 2:16,חבה,,,,,,,
2248,חֲבוּלָה,"chabuwlah (khab-oo-law') n-m.
1. (properly) overthrown, i.e. (morally) crime
[(Aramaic) from H2255]
KJV: hurt. 
Root(s): H2255 ",A,noun,masculine,1,DAN 6:22,חבל,,2255,חבל,,,,
2249,חָבוֹר,"Chabowr (khaw-bore') n/l.
1. united
2. Chabor, a river of Assyria
[from H2266]
KJV: Habor. 
Root(s): H2266 ",H,noun location,,3,2KI 17:6,חבר,,2266,חבר,,,,
2250,חַבּוּרָה חַבּוּרָה חֲבוּרָה,"chabbuwrah (khab-boo-raw') (or chabburah {khab-boo-raw'} or chaburah {khab-oo-raw'};) n-f.
1. (properly) bound (with stripes), i.e. a weal (or black-and-blue mark itself)
[from H2266]
KJV: blueness, bruise, hurt, stripe, wound. 
Root(s): H2266 ",H,noun,feminine,7,GEN 4:23,חבר,,2266,חבר,,,,
2251,חָבַט,"chabat (khaw-bat') v.
1. to knock out or off
[a primitive root]
KJV: beat (off, out), thresh. ",H,verb,,5,DEU 24:20,חבט,,,,,,,
2252,חֲבַיָּה חֲבָיָה,"Chabayah (khab-ah-yaw') (or Chabayah {khab-aw-yaw'}) n/p.
1. Jah has hidden
2. Chabajah, an Israelite
[from H2247 and H3050]
KJV: Habaiah. 
Root(s): H2247, H3050 ",H,noun proper,,2,EZR 2:61,חבה,,2247,חבה,3050,יה,,
2253,חֶביוֹן,"chebyown (kheb-yone') n-m.
1. a concealment
[from H2247]
KJV: hiding. 
Root(s): H2247 ",H,noun,masculine,1,HAB 3:4,חבה,,2247,חבה,,,,
2254,חָבַל,"chabal (khaw-bal') v.
1. to wind tightly (as a rope), i.e. to bind
2. specifically, by a pledge
3. (figuratively) to pervert, destroy
4. also to writhe in pain (especially of parturition)
[a primitive root]
KJV: X at all, band, bring forth, (deal) corrupt(-ly), destroy, offend, lay &Š to (take a) pledge, spoil, travail, X very, withhold. ",H,verb,,29,EXO 22:26,חבל,,,,,,,
2255,חֲבַל,"chabal (khab-al') v.
1. to ruin
[(Aramaic) corresponding to H2254]
KJV: destroy, hurt. 
Root(s): H2254 ",A,verb,,6,EZR 6:12,חבל,,2254,חבל,,,,
2256,חֶבֶל חֵבֶל,"chebel (kheh'-bel) (or chebel {khay'-bel}) n-m.
1. a rope (as twisted), especially a measuring line
2. (by implication, as measured) a district or inheritance
3. (by implication, as of cords) a noose
4. (figuratively) a company (as if tied together)
5. (also) a violent pang or spasm (especially of childbirth)
6. (also) ruin
[from H2254]
KJV: band, coast, company, cord, country, destruction, line, lot, pain, pang, portion, region, rope, snare, sorrow, tackling. 
Root(s): H2254 ",H,noun,masculine,60,DEU 3:4,חבל,,2254,חבל,,,,
2257,חֲבַל,"chabal (khab-al') n-m.
1. harm (personal or pecuniary)
[(Aramaic) from H2255]
KJV: damage, hurt. 
Root(s): H2255 ",A,noun,masculine,3,EZR 4:22,חבל,,2255,חבל,,,,
2258,חֲבוֹל חֲבוֹלָה,"chabol (khab-ole') (or (feminine) chabolah {khab-o-law'}) n-m.
1. a pawn (as security for debt)
[from H2254]
KJV: pledge. 
Root(s): H2254 ",H,noun,masculine,4,EZK 18:7,חבל,,2254,חבל,,,,
2259,חוֹבֵל,"chobel (kho-bale') n-m.
1. a sailor
[active participle from H2254 (in the sense of handling ropes)]
KJV: pilot, shipmaster. 
Root(s): H2254 ",H,noun,masculine,5,EZK 27:8,חבל,,2254,חבל,,,,
2260,חִבֵּל,"chibbel (khib-bale') n-m.
1. a mast
[from H2254 (in the sense of furnished with ropes)]
KJV: mast. 
Root(s): H2254 ",H,noun,masculine,1,PRO 23:34,חבל,,2254,חבל,,,,
2261,חֲבַצֶּלֶת,"chabatstseleth (khab-ats-tseh'-leth) n-f.
1. probably meadow-saffron
[of uncertain derivation]
KJV: rose. ",H,noun,feminine,2,SNG 2:1,,,,,,,,
2262,חֲבַצַּניָה,"Chabatstsanyah (khab-ats-tsan-yaw') n/p.
1. Chabatstsanjah, a Rechabite
[of uncertain derivation]
KJV: Habazaniah. ",H,noun proper,,1,JER 35:3,,,,,,,,
2263,חָבַק,"chabaq (khaw-bak') v.
1. to clasp (the hands or in embrace)
[a primitive root]
KJV: embrace, fold. ",H,verb,,13,GEN 29:13,חבק,,,,,,,
2264,חִבּוּק,"chibbuq (khib-book') n-m.
1. a clasping of the hands (in idleness)
[from H2263]
KJV: fold. 
Root(s): H2263 ",H,noun,masculine,2,PRO 6:10,חבק,,2263,חבק,,,,
2265,חֲבַקּוּק,"Chabaqquwq (khab-ak-kook') n/p.
1. embrace
2. Chabakkuk, the prophet
[by reduplication from H2263]
KJV: Habakkuk. 
Root(s): H2263 ",H,noun proper,,2,HAB 1:1,חבק,,2263,חבק,,,,
2266,חָבַר,"chabar (khaw-bar') v.
1. to join (literally or figuratively)
2. specifically (by means of spells) to fascinate
[a primitive root]
KJV: charm(- er), be compact, couple (together), have fellowship with, heap up, join (self, together), league. ",H,verb,,29,GEN 14:3,חבר,,,,,,,
2267,חֶבֶר,"cheber (kheh'-ber) n-m.
1. a society
2. also a spell
[from H2266]
KJV: + charmer(- ing), company, enchantment, X wide. 
Root(s): H2266 ",H,noun,masculine,7,DEU 18:11,חבר,,2266,חבר,,,,
2268,חֶבֶר,"Cheber (kheh'-ber) n/p.
1. community
2. Cheber, the name of a Kenite and of three Israelites
[the same as H2267]
KJV: Heber. 
Root(s): H2267 ",H,noun proper,,11,GEN 46:17,,,2267,חבר,,,,
2269,חֲבַר,"chabar (khab-ar') n-m.
1. an associate
[(Aramaic) from a root corresponding to H2266]
KJV: companion, fellow. 
Root(s): H2266 ",A,noun,masculine,3,DAN 2:13,חבר,,2266,חבר,,,,
2270,חָבֵר,"chaber (khaw-bare') adj.
1. an associate
[from H2266]
KJV: companion, fellow, knit together. 
Root(s): H2266 ",H,adjective,,15,JDG 20:11,חבר,,2266,חבר,,,,
2271,חַבָּר,"chabbar (khab-bawr') n-m.
1. a partner
[from H2266]
KJV: companion. 
Root(s): H2266 ",H,noun,masculine,1,JOB 41:6,חבר,,2266,חבר,,,,
2272,חֲבַרבּוּרָה,"chabarburah (khab-ar-boo-raw') n-f.
1. a streak (like a line), as on the tiger
[by reduplication from H2266]
KJV: spot. 
Root(s): H2266 ",H,noun,feminine,1,JER 13:23,חבר,,2266,חבר,,,,
2273,חַברָה,"chabrah (khab-raw') n-f.
1. an associate
[(Aramaic) feminine of H2269]
KJV: other. 
Root(s): H2269 ",A,noun,feminine,1,DAN 7:20,,,2269,חבר,,,,
2274,חֶברָה,"chebrah (kheb-raw') n-f.
1. association
[feminine of H2267]
KJV: company. 
Root(s): H2267 ",H,noun,feminine,1,JOB 34:8,,,2267,חבר,,,,
2275,חֶברוֹן,"Chebrown (kheb-rone') n/l.
1. seat of association
2. Chebron, a place in Israel, also the name of two Israelites
[from H2267]
KJV: Hebron. 
Root(s): H2267 ",H,noun location,,71,GEN 13:18,,,2267,חבר,,,,
2276,חֶברוֹנִי חֶברוֹנִי,"Chebrowniy (kheb-ro-nee') (or Chebroniy {kheb-ro-nee'}) n-m.
1. Chebronite (collectively), an inhabitant of Chebron
[patronymically from H2275]
KJV: Hebronites. 
Root(s): H2275 ",H,noun,masculine,6,NUM 3:27,,,2275,חברון,,,,
2277,חֶברִי,"Chebriy (kheb-ree') n-m.
1. a Chebrite (collectively) or descendants of Cheber
[patronymically from H2268]
KJV: Heberites. 
Root(s): H2268 ",H,noun,masculine,1,NUM 26:45,,,2268,חבר,,,,
2278,חֲבֶרֶת,"chabereth (khab-eh'-reth) n-f.
1. a consort
[feminine of H2270]
KJV: companion. 
Root(s): H2270 ",H,noun,feminine,1,MAL 2:14,,,2270,חבר,,,,
2279,חוֹבֶרֶת,"chobereth (kho-beh'-reth) n-f.
1. a joint
[feminine active participle of H2266]
KJV: which coupleth, coupling. 
Root(s): H2266 ",H,noun,feminine,4,EXO 26:4,חבר,,2266,חבר,,,,
2280,חָבַשׁ,"chabash (khaw-bash') v.
1. to wrap firmly (especially a turban, compress, or saddle)
2. (figuratively) to stop, to rule
[a primitive root]
KJV: bind (up), gird about, govern, healer, put, saddle, wrap about. ",H,verb,,33,GEN 22:3,חבשׁ,,,,,,,
2281,חָבֵת,"chabeth (khaw-bayth') n-m.
1. something fried, probably a griddle-cake
[from an unused root probably meaning to cook]
KJV: pan. 
Compare: H4227 ",H,noun,masculine,1,1CH 9:31,,,,,,,,
2282,חַג חָג,"chag (khag) (or chag {khawg}) n-m.
1. a festival, or a victim therefor
[from H2287]
KJV: (solemn) feast (day), sacrifice, solemnity. 
Root(s): H2287 ",H,noun,masculine,62,EXO 10:9,חגג,,2287,חגג,,,,
2283,חָגָא,"chagra' (khaw-gaw') n-f.
1. (properly) vertigo, i.e. (figuratively) fear
[from an unused root meaning to revolve]
KJV: terror. 
Compare: H2287 ",H,noun,feminine,1,ISA 19:17,חגג,,,,,,,
2284,חָגָב,"chagab (khaw-gawb') n-m.
1. a locust
[of uncertain derivation]
KJV: locust. ",H,noun,masculine,5,LEV 11:22,,,,,,,,
2285,חָגָב,"Chagab (khaw-gawb') n/p.
1. locust
2. Chagab, one of the Nethinim
[the same as H2284]
KJV: Hagab. 
Root(s): H2284 ",H,noun proper,,1,EZR 2:46,,,2284,חגב,,,,
2286,חֲגָבָא חֲגָבָה,"Chagaba' (khag-aw-baw') (or Chagabah {khag-aw-baw'}) n/p.
1. locust
2. Chagaba or Chagabah, one of the Nethinim
[feminine of H2285]
KJV: Hagaba, Hagabah. 
Root(s): H2285 ",H,noun proper,,2,EZR 2:45,,,2285,חגב,,,,
2287,חָגַג,"chagag (khaw-gag') v.
1. (properly) to move in a circle
2. (specifically) to march in a sacred procession, to observe a festival
3. (by implication) to be giddy
[a primitive root]
KJV: celebrate, dance, (keep, hold) a (solemn) feast (holiday), reel to and fro. 
Compare: H2283, H2328 ",H,verb,,16,EXO 5:1,חגג,,,,,,,
2288,חֲגָו,"chagav (khag-awv') n-m.
1. a rift in rocks
[from an unused root meaning to take refuge]
KJV: cleft. ",H,noun,masculine,3,SNG 2:14,,,,,,,,
2289,חֲגוֹר,"chagowr (khaw-gore') n-m.
1. belted
[from H2296]
KJV: girded with. 
Root(s): H2296 ",H,noun,masculine,2,PRO 31:24,חגר,,2296,חגר,,,,
2290,חֲגוֹר חֲגוֹר חֲגוֹרָה חֲגוֹרָה,"chagowr (khag-ore') (or chagor {khag-ore'} and (feminine) chagowrah {khag-o-raw'}; or chagorah {khag-o-raw'};) n/p.
1. a belt (for the waist)
[from H2296]
KJV: apron, armour, gird(-le). 
Root(s): H2296 ",H,noun proper,,7,GEN 3:7,חגר,,2296,חגר,,,,
2291,חַגִּי,"Chaggiy (khag-ghee') adj.
1. festive, Chaggi, an Israelite
2. (patronymically) a Chaggite, or descendant of the same
[from H2287]
KJV: Haggi, Haggites. 
Root(s): H2287 ",H,adjective,,3,GEN 46:16,חגג,,2287,חגג,,,,
2292,חַגַּי,"Chaggay (khag-gah'-ee) n/p.
1. festive
2. Chaggai, a Heb. prophet
[from H2282]
KJV: Haggai. 
Root(s): H2282 ",A,noun proper,,11,EZR 5:1,,,2282,חג חג,,,,
2293,חַגִּיָה,"Chaggiyah (khag-ghee-yaw') n/p.
1. festival of Jah
2. Chaggijah, an Israelite
[from H2282 and H3050]
KJV: Haggiah. 
Root(s): H2282, H3050 ",H,noun proper,,1,1CH 6:30,,,2282,חג חג,3050,יה,,
2294,חַגִּיתּ,"Chaggiyith (khag-gheeth') n/p.
1. festive
2. Chaggith, a wife of David
[feminine of H2291]
KJV: Haggith. 
Root(s): H2291 ",H,noun proper,,5,2SA 3:4,,,2291,חגי,,,,
2295,חָגלָה,"Choglah (khog-law') n/p.
1. probably a partridge
2. Choglah, an Israelitess
[of uncertain derivation]
KJV: Hoglah. See also H1031. 
See also: H1031 ",H,noun proper,,4,NUM 26:33,,,,,,,,
2296,חָגַר,"chagar (khaw-gar') v.
1. to gird on (as a belt, armor, etc.)
[a primitive root]
KJV: be able to put on, be afraid, appointed, gird, restrain, X on every side. ",H,verb,,44,EXO 12:11,חגר,,,,,,,
2297,חַד,"chad (khad) adj.
1. one
[abridged from H259]
KJV: one. 
Root(s): H259 ",H,adjective,,1,EZK 33:30,,,259,אחד,,,,
2298,חַד,"chad (khad) adj.
1. as card. one
2. as article single
3. as an ordinal, first
4. adverbially, at once
[(Aramaic) corresponding to H2297]
KJV: a, first, one, together. 
Root(s): H2297 ",A,adjective,,14,EZR 4:8,,,2297,חד,,,,
2299,חַד,"chad (khad) adj.
1. sharp
[from H2300]
KJV: sharp. 
Root(s): H2300 ",H,adjective,,4,PSA 57:4,חדד,,2300,חדד,,,,
2300,חָדַד,"chadad (khaw-dad') v.
1. to be (causatively, make) sharp or (figuratively) severe
[a primitive root]
KJV: be fierce, sharpen. ",H,verb,,6,PRO 27:17,חדד,,,,,,,
2301,חֲדַד,"Chadad (khad-ad') n/p.
1. fierce
2. Chadad, an Ishmaelite
[from H2300]
KJV: Hadad. 
Root(s): H2300 ",H,noun proper,,2,GEN 25:15,חדד,,2300,חדד,,,,
2302,חָדָה,"chadah (khaw-daw') v.
1. to rejoice
[a primitive root]
KJV: make glad, be joined, rejoice. ",H,verb,,3,EXO 18:9,חדה,,,,,,,
2303,חַדּוּד,"chadduwd (khad-dood') adj.
1. a point
[from H2300]
KJV: sharp. 
Root(s): H2300 ",H,adjective,,1,JOB 41:30,חדד,,2300,חדד,,,,
2304,חֶדוָה,"chedvah (khed-vaw') n-f.
1. rejoicing
[from H2302]
KJV: gladness, joy. 
Root(s): H2302 ",H,noun,feminine,2,1CH 16:27,חדה,,2302,חדה,,,,
2305,חֶדוָה,"chedvah (khed-vaw') n-f.
1. joy
[(Aramaic) corresponding to H2304]
 Root(s): H2304 ",A,noun,feminine,1,EZR 6:16,,,2304,חדוה,,,,
2306,חֲדִי,"chadiy (khad-ee') n-m.
1. a breast
[(Aramaic) corresponding to H2373]
KJV: breast. 
Root(s): H2373 ",A,noun,masculine,1,DAN 2:32,,,2373,חזה,,,,
2307,חָדִידּ,"Chadiyd (khaw-deed') n/p.
1. a peak
2. Chadid, a place in Israel
[from H2300]
KJV: Hadid. 
Root(s): H2300 ",H,noun proper,,3,EZR 2:33,חדד,,2300,חדד,,,,
2308,חָדַל,"chadal (khaw-dal') v.
1. (properly) to be flabby
2. (by implication) desist
3. (figuratively) be lacking or idle
[a primitive root]
KJV: cease, end, fall, forbear, forsake, leave (off), let alone, rest, be unoccupied, want. ",H,verb,,59,GEN 11:8,חדל,,,,,,,
2309,חֶדֶל,"chedel (kheh'-del) n-m.
1. rest, i.e. the state of the dead
[from H2308]
KJV: world. 
Root(s): H2308 ",H,noun,masculine,1,ISA 38:11,חדל,,2308,חדל,,,,
2310,חָדֵל,"chadel (khaw-dale') adj.
1. vacant, i.e. ceasing or destitute
[from H2308]
KJV: he that forbeareth, frail, rejected. 
Root(s): H2308 ",H,adjective,,3,PSA 39:4,חדל,,2308,חדל,,,,
2311,חַדלַי,"Chadlay (khad-lah'-ee) n/p.
1. idle
2. Chadlai, an Israelite
[from H2309]
KJV: Hadlai. 
Root(s): H2309 ",H,noun proper,,1,2CH 28:12,,,2309,חדל,,,,
2312,חֵדֶק,"chedeq (khay'-dek) n-m.
1. a prickly plant
[from an unused root meaning to sting]
KJV: brier, thorn. ",H,noun,masculine,2,PRO 15:19,,,,,,,,
2313,חִדֶּקֶל,"Chiddeqel (khid-deh'-kel) n/p.
1. the Chiddekel (or Tigris) river
[probably of foreign origin]
KJV: Hiddekel. ",H,noun proper,,2,GEN 2:14,,,,,,,,
2314,חָדַר,"chadar (khaw-dar') v.
1. (properly) to inclose (as a room), i.e. (by analogy,) to beset (as in a siege)
[a primitive root]
KJV: enter a privy chamber. ",H,verb,,1,EZK 21:14,חדר,,,,,,,
2315,חֶדֶר,"cheder (kheh'-der) n-m.
1. an apartment (usually literal)
[from H2314]
KJV: ((bed) inner)chamber, innermost(-ward) part, parlour, + south, X within. 
Root(s): H2314 ",H,noun,masculine,38,GEN 43:30,חדר,,2314,חדר,,,,
2316,חֲדַר,"Chadar (khad-ar') n/p.
1. chamber
2. Chadar, an Ishmaelite
[another form for H2315]
KJV: Hadar. 
Root(s): H2315 ",H,noun proper,,1,GEN 25:15,,,2315,חדר,,,,
2317,חַדרָך,"Chadrak (khad-rawk') n/l.
1. Chadrak, a Syrian deity
[of uncertain derivation]
KJV: Hadrach. ",H,noun location,,1,ZEC 9:1,,,,,,,,
2318,חָדַשׁ,"chadash (khaw-dash') v.
1. to be new
2. causatively, to rebuild
[a primitive root]
KJV: renew, repair. ",H,verb,,10,1SA 11:14,חדשׁ,,,,,,,
2319,חָדָשׁ,"chadash (khaw-dawsh') adj.
1. new
[from H2318]
KJV: fresh, new thing. 
Root(s): H2318 ",H,adjective,,53,EXO 1:8,חדשׁ,,2318,חדשׁ,,,,
2320,חוֹדֶשׁ,"chodesh (kho'-desh) n-m.
1. the new moon
2. (by implication) a month
[from H2318]
KJV: month(-ly), new moon. 
Root(s): H2318 ",H,noun,masculine,283,GEN 7:11,חדשׁ,,2318,חדשׁ,,,,
2321,חוֹדֶשׁ,"Chodesh (kho'-desh) n/p.
1. Chodesh, an Israelitess
[the same as H2320]
KJV: Hodesh. 
Root(s): H2320 ",H,noun proper,,1,1CH 8:9,,,2320,חודשׁ,,,,
2322,חֲדָשָׁה,"Chadashah (khad-aw-shaw') n/l.
1. new
2. Chadashah, a place in Israel
[feminine of H2319]
KJV: Hadashah. 
Root(s): H2319 ",H,noun location,,1,JOS 15:37,חדשׁ,,2319,חדשׁ,,,,
